92,177,4
11,169,4
54,93,4
41,157,4
13,4,4
47,191,2
145,122,4
140,162,2
200,200,2
169,28,4
90,122,4
189,94,4
51,135,4
176,172,4
99,157,2
199,20,2
140,103,4
32,25,4
131,4,4
23,177,4
38,2,4
188,191,4
96,1,4
158,190,4
23,209,4
206,45,4
175,3,2
59,149,4
151,0,4
92,165,2
173,24,4
181,47,4
6,117,4
201,161,2
0,103,4
34,122,2
134,168,4
37,197,2
3,52,4
28,146,4
42,109,4
8,192,4
81,149,4
123,97,4
190,103,4
143,122,4
98,12,4
82,64,4
42,44,4
65,21,4
163,121,2
8,179,4
205,2,4
109,57,4
68,74,4
201,111,4
122,91,4
196,150,4
207,130,4
182,85,4
56,44,4
165,132,2
32,109,4
0,139,4
75,201,4
178,192,4
4,121,4
54,114,4
87,154,4
25,1,4
20,143,4
102,192,4
146,5,4
39,104,4
101,89,4
86,14,2
139,131,4
34,88,4
156,179,4
79,59,4
46,15,4
26,43,4
171,37,2
103,149,4
121,39,4
182,103,4
140,151,4
136,154,2
147,149,4
28,30,4
147,1,2
14,71,4
193,11,4
68,177,4
160,132,2
8,169,4
1,208,4
91,203,2
95,75,4
4,138,2
190,205,4
87,56,4
188,195,4
22,71,4
17,119,4
47,8,4
97,144,2
160,76,4
100,118,4
40,107,2
122,28,2
68,54,4
41,74,2
7,114,4
142,55,4
81,129,4
64,204,4
23,182,2
7,168,4
24,94,2
50,200,4
185,95,4
95,198,2
21,103,4
139,84,4
28,78,4
101,195,4
129,147,2
149,56,2
183,103,2
207,203,4
144,168,2
147,114,2
77,41,4
11,176,2
125,134,2
174,165,4
180,140,4
175,190,4
130,25,4
130,170,4
72,154,4
196,49,4
191,16,2
171,29,4
144,65,4
199,4,2
108,171,4
185,18,4
148,43,4
69,92,4
200,82,4
34,148,4
32,129,4
198,83,4
22,50,2
44,163,4
169,180,4
75,203,2
108,126,4
55,193,4
18,166,4
31,174,4
10,177,4
82,85,4
94,98,4
98,73,4
7,34,4
159,80,4
173,156,4
152,83,4
180,49,2
179,124,4
165,38,4
172,179,2
116,87,4
129,96,4
131,193,4
100,1,4
172,9,4
10,162,4
73,168,4
151,30,4
129,36,4
153,197,2
110,201,4
148,17,2
105,115,4
169,144,4
179,165,4
158,85,4
179,173,4
104,52,4
149,89,2
102,28,4
157,208,4
150,183,4
171,102,2
194,144,4
146,22,4
4,135,4
103,187,2
45,178,2
183,57,2
122,163,4
77,126,4
185,122,4
15,103,4
87,9,2
95,10,4
200,25,4
68,61,2
81,52,4
156,113,2
33,194,4
201,105,4
110,41,4
20,48,4
80,12,4
96,181,4
146,138,2
94,85,4
188,124,4
93,144,4
23,185,4
50,135,2
64,19,4
101,39,4
100,72,4
152,79,2
60,71,4
197,71,4
189,146,4
194,57,4
41,168,4
97,18,2
202,146,2
11,177,4
31,1,4
205,176,4
79,191,4
159,59,4
157,54,4
197,196,4
99,26,4
129,32,4
15,190,4
60,138,2
38,127,4
121,85,2
161,133,4
55,111,4
85,17,4
130,161,4
156,30,4
4,201,4
125,84,4
103,79,4
121,49,4
160,70,4
139,143,2
42,132,4
156,42,4
175,207,4
107,150,4
140,143,4
34,125,4
171,70,4
39,208,4
171,131,4
145,168,4
4,196,4
172,170,2
161,139,4
104,205,4
205,54,4
35,109,2
14,158,2
97,73,2
143,161,4
60,167,4
166,69,4
206,176,4
3,204,4
65,56,4
108,163,4
185,36,2
202,158,4
123,142,4
187,128,4
171,40,2
70,194,4
137,127,4
104,120,4
6,92,4
161,132,4
59,43,4
59,209,4
88,121,2
74,35,4
10,103,4
56,75,2
207,71,2
63,12,2
50,189,4
163,23,4
78,156,2
184,24,2
164,122,4
203,57,2
105,128,4
199,27,4
202,45,4
113,102,4
67,185,2
143,36,4
9,49,4
178,2,2
114,101,4
16,123,4
57,106,2
59,81,2
36,28,4
67,140,4
48,169,4
154,97,4
79,97,2
188,199,2
197,37,4
22,10,4
173,14,2
35,184,4
48,79,4
36,60,4
201,79,2
94,104,4
150,197,4
58,65,4
113,82,4
120,193,4
22,164,4
136,58,4
209,14,4
53,36,2
191,93,2
111,146,4
13,152,4
81,112,4
15,206,4
124,200,4
201,121,4
102,195,4
5,148,4
176,158,4
136,194,4
157,25,2
84,109,4
176,148,2
133,40,4
70,53,4
160,203,4
14,166,4
15,57,4
44,156,4
168,207,4
199,49,4
64,203,4
176,59,4
205,197,4
207,162,4
100,164,4
170,202,4
140,183,4
175,10,4
89,61,4
17,12,4
101,66,4
45,205,4
16,29,4
195,108,4
33,4,4
127,185,4
161,118,4
137,185,4
47,175,2
26,144,4
144,143,4
83,137,4
100,144,2
56,146,2
13,141,4
133,75,4
19,95,4
25,80,4
33,134,4
158,147,4
176,47,4
77,161,2
39,97,4
139,126,4
189,10,2
197,172,4
63,80,4
205,59,2
66,208,4
192,141,2
207,60,4
100,85,4
147,55,4
114,151,4
161,60,4
130,134,2
78,186,4
85,92,4
118,181,4
165,68,4
120,162,2
136,98,2
22,19,4
35,167,4
161,101,2
128,122,2
128,17,4
99,74,4
135,75,4
40,78,4
174,1,4
158,209,4
178,15,4
208,19,4
171,64,4
138,148,2
132,155,2
198,58,4
145,43,4
105,40,4
135,13,4
55,171,4
13,139,4
22,33,4
176,75,2
88,7,4
141,202,4
45,47,4
32,10,2
72,74,2
147,68,4
123,25,4
34,195,2
9,20,4
160,192,2
40,42,4
181,8,4
157,8,4
44,202,4
95,42,4
109,26,4
40,84,4
89,55,4
5,86,4
176,196,4
107,51,4
172,125,4
198,126,4
192,27,4
107,126,4
51,118,2
148,190,4
135,68,4
131,162,2
146,36,4
58,204,4
193,108,4
160,130,4
178,42,4
10,206,4
167,67,4
162,194,4
27,186,4
180,158,4
181,8,4
84,158,4
101,209,4
59,183,2
119,99,4
22,70,4
199,99,2
87,19,2
25,16,4
107,128,4
172,71,4
191,141,4
16,137,4
191,199,4
181,0,2
137,131,4
65,181,2
146,82,4
131,63,4
102,70,4
102,143,4
71,130,4
5,86,4
182,202,4
21,36,4
171,209,2
61,167,4
172,82,4
103,117,2
145,36,4
0,165,2
118,39,4
124,205,4
50,34,4
143,102,4
195,71,4
168,172,4
96,73,4
63,127,4
164,132,4
30,77,4
206,208,4
165,103,4
168,120,4
149,35,4
38,130,2
159,159,4
60,39,4
168,22,2
146,144,4
68,1,4
70,101,2
70,49,4
83,136,2
77,187,4
180,103,4
177,143,4
95,141,4
185,74,4
14,62,4
159,32,4
185,117,4
88,163,4
135,110,4
137,92,4
174,163,2
36,61,4
53,115,2
22,194,4
92,207,2
102,19,4
42,71,2
41,131,4
123,100,4
152,193,4
42,13,2
136,66,2
50,16,2
39,197,4
127,47,4
209,147,4
11,125,4
133,12,2
82,82,2
95,200,4
155,165,2
28,154,4
35,52,4
56,39,4
187,170,4
105,159,2
176,142,4
18,5,4
189,196,4
192,34,4
93,1,4
42,57,2
159,47,4
167,106,2
128,180,4
64,194,4
131,137,2
110,34,4
156,86,4
124,27,4
75,127,4
163,17,4
107,50,2
147,179,4
195,80,4
87,159,4
107,192,4
191,125,4
180,177,4
97,206,4
36,39,2
178,21,4
19,144,4
3,21,4
45,61,4
151,117,4
6,201,4
138,50,4
154,160,4
26,55,4
25,170,2
180,96,4
32,61,4
119,197,4
183,196,2
22,88,4
127,35,2
111,70,4
13,62,2
90,73,2
103,77,2
44,201,4
88,39,4
114,111,4
176,154,4
66,43,4
178,179,2
168,176,4
30,125,4
109,99,4
115,176,4
51,209,4
43,143,4
52,130,4
34,50,4
1,43,4
173,10,4
9,124,4
108,156,4
71,74,4
138,187,2
23,34,4
188,115,2
76,189,2
38,110,4
155,193,4
1,78,4
105,58,4
38,109,2
89,157,4
136,35,2
87,68,4
169,45,4
191,150,2
198,83,4
6,149,4
4,24,4
190,20,4
5,202,4
129,95,4
66,44,4
43,33,2
42,136,4
86,191,4
107,100,4
7,165,4
110,88,4
61,42,2
199,114,4
21,151,2
96,19,4
171,182,2
56,138,4
92,43,2
7,197,4
207,5,4
203,165,4
204,196,4
61,30,4
21,130,4
20,116,4
186,49,4
155,44,2
130,30,4
65,151,4
183,27,4
111,83,4
42,124,2
108,14,4
19,206,4
91,58,4
74,38,4
20,97,4
25,112,4
72,193,4
171,46,4
108,19,2
6,28,2
177,207,4
80,18,4
102,69,4
208,51,4
47,124,4
84,195,4
34,83,4
172,142,4
186,45,4
19,17,2
119,194,4
69,113,4
138,0,2
68,116,4
196,173,2
161,186,4
191,199,4
173,16,4
171,2,4
167,149,4
29,138,2
115,117,4
60,190,4
13,150,4
179,11,4
108,173,2
74,26,4
35,93,4
128,99,4
116,105,4
98,116,4
145,209,4
129,112,4
29,196,2
123,87,2
3,196,4
113,38,4
171,41,4
116,27,4
129,83,4
209,93,4
186,189,4
102,142,2
83,46,4
98,169,4
113,118,2
132,148,2
28,37,4
162,79,4
18,8,4
93,46,4
73,61,4
80,93,2
45,169,4
164,72,4
82,181,4
188,186,2
193,122,4
90,12,4
104,99,4
176,15,4
202,53,4
24,37,2
113,19,4
190,9,4
130,128,4
187,29,4
82,114,4
25,179,4
129,177,2
158,191,2
16,39,4
3,70,4
0,98,4
141,156,2
174,65,4
155,172,4
134,5,4
38,120,4
32,110,2
51,4,4
34,170,4
141,203,4
38,128,2
1,191,4
56,89,4
115,209,4
26,83,2
133,150,4
195,39,4
161,189,4
46,71,4
151,178,4
39,140,4
33,43,4
153,156,4
149,58,4
141,136,4
87,183,4
67,117,4
12,121,4
209,58,2
207,74,4
20,157,4
63,165,4
106,97,4
39,145,4
191,155,4
9,120,4
105,42,2
23,73,4
19,43,4
121,0,4
63,39,4
133,139,4
13,121,2
191,124,2
120,164,4
115,46,4
146,208,4
115,149,2
132,151,2
155,54,4
86,34,2
190,144,4
73,184,4
175,199,2
169,13,4
4,140,4
21,50,4
174,107,4
86,40,4
58,55,4
115,67,4
61,93,4
125,60,4
58,29,2
186,179,2
195,187,4
29,121,4
148,13,4
202,132,2
25,95,4
173,161,4
188,193,4
34,77,4
198,85,4
125,64,4
26,60,2
24,169,2
193,142,4
83,80,4
86,123,4
164,139,4
140,175,4
175,192,2
7,148,4
113,187,4
152,182,4
55,159,4
145,156,2
91,119,4
45,68,4
172,130,2
10,69,4
197,169,4
45,53,4
179,50,4
117,195,4
191,27,4
10,153,4
149,105,2
132,16,4
196,66,4
46,50,4
31,97,4
8,44,4
112,99,4
190,82,2
131,4,4
194,204,4
111,133,4
149,200,4
166,45,4
14,100,2
193,171,4
64,13,4
67,85,4
18,2,4
179,208,4
151,192,4
107,130,4
143,34,2
117,23,4
51,44,4
104,202,4
40,74,4
199,200,2
182,137,4
16,8,4
187,209,2
71,30,4
69,69,4
193,63,4
27,92,4
18,173,2
178,102,4
45,120,4
20,6,4
206,174,2
49,138,2
58,112,4
88,172,4
35,41,4
18,50,4
100,105,4
178,173,4
143,131,4
59,33,4
117,147,4
15,60,4
57,34,4
9,117,4
13,126,4
206,15,4
191,115,4
46,122,2
180,15,4
79,76,4
126,72,4
83,43,4
75,99,2
54,58,4
95,80,4
192,5,4
146,115,4
130,145,2
144,209,4
46,31,4
49,7,2
65,203,4
62,124,4
172,145,2
136,39,2
187,83,4
135,52,4
176,180,4
142,146,4
18,2,2
3,138,4
63,79,2
25,134,4
167,152,4
165,81,2
27,146,2
114,145,2
171,11,4
177,205,4
1,34,2
15,97,4
142,61,4
130,184,4
144,107,4
186,45,2
65,88,2
18,41,4
93,96,4
129,2,4
165,131,4
87,61,4
39,174,4
133,24,4
178,120,4
41,155,4
136,46,4
0,83,2
124,69,4
82,80,4
98,76,4
20,56,4
135,165,4
194,181,2
42,170,4
195,202,4
79,192,4
140,85,2
193,66,4
32,72,4
131,136,4
179,161,4
32,173,2
60,36,4
13,83,4
118,209,4
169,189,2
151,33,4
89,55,4
36,142,4
203,149,4
113,91,2
174,2,2
187,78,4
